openAccess_bool,domain_s,title_s,journalTitle_s,journalPublisher_s,journalEissn_s,authFullName_s,halId_s,submitType_s,docType_s,selfArchiving_bool,doiId_s,submittedDate_s,publicationDate_s,publicationDateY_i,journalIssn_s,licence_s
True,"['0.shs', '1.shs.anthro-se']","['Quand l’hommage aux migrants africains se superpose à la commémoration des esclaves noirs. Ethnographie du Mémorial de l’abolition de l’esclavage de Nantes', 'Ethnography of the Nantes Memorial to the abolition of slavery: when the homage to African migrants and the memory of black slaves overlap']",L'Espace Politique,OpenEdition Journals,1958-5500,['Rossila Goussanou'],hal-03238799,notice,ART,True,10.4000/espacepolitique.8570,2021-05-27 11:30:34,2021-02-23,2021,,
True,['0.info'],['Génération automatique de courbes de niveaux dans les zones de plateaux karstiques'],Cartes & géomatique,Comité français de cartographie,,"['Guillaume Touya', 'Hugo Boulze', 'Anouk Schleich', 'Hervé Quinquenel']",hal-03254114,file,ART,True,,2021-06-08 15:55:05,2021-06,2021,2119-9825,
False,"['0.shs', '1.shs.archi', '0.spi', '1.spi.gciv']",['Comparing Design Thinking Traits between National Samples of Civil Engineering and Architecture Students'],Journal of Civil Engineering Education,,,"['Emma Coleman Todoroff', 'Tripp Shealy', 'Julie Milovanovic', 'Allison Godwin', 'Frederick Paige']",hal-03039834,notice,ART,True,10.1061/(ASCE)EI.2643-9115.0000037,2020-12-04 09:24:55,2021-04,2021,2643-9107,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.art']",['Symphonies urbaines à rebours'],La Furia Umana,Duen de Bux,,"['Andréa Franco', 'Benjamin Léon', 'Nicolas Tixier']",hal-03169668,file,ART,False,,2021-03-15 15:09:00,2021-03,2021,2255-2812,
True,"['0.info', '1.info.info-gr']",['Direct and Indirect vSLAM Fusion for Augmented Reality'],Journal of Imaging,MDPI,,"['Mohamed Outahar', 'Guillaume Moreau', 'Jean-Marie Normand']",hal-03319808,notice,ART,True,10.3390/jimaging7080141,2021-08-13 09:45:26,2021-08,2021,2313-433X,
True,['0.shs'],"['Le port de Bosa\xa0: l’unité italienne au reflet d’un projet en échec', 'The Port of Bosa: Italian Unity as a reflection of a failed project']","Les Cahiers de la recherche architecturale, urbaine et paysagère",Ministère de la Culture,2606-7498,['Nathan Brenu'],hal-03402423,notice,ART,True,10.4000/craup.8625,2021-10-25 16:15:36,2021-10-13,2021,2606-7498,
False,"['0.shs', '1.shs.archi']",['Du contournement des procédures officielles d’adjudication de travaux publics dans l’Italie post-unitaire'],Droit et ville,Institut des études juridiques de l'urbanisme et de la construction,,['Nathan Brenu'],hal-03207534,notice,ART,True,10.3917/dv.090.0155,2021-04-25 16:34:59,2021-02-23,2021,0396-4841,
True,"['0.shs', '1.shs.archi', '0.info', '1.info.info-ai', '0.info', '1.info.info-hc', '0.info', '1.info.info-ma']",['Urban Morphological Rules Classification for Digital Design'],Journal of Civil Engineering and Architecture,David Publishing Company,1934-7367,"['Alia Belkaid', 'Abdelkader Ben Saci']",hal-03247987,file,ART,True,10.17265/1934-7359/2021.04.001,2021-06-03 14:54:19,2021-04,2021,1934-7359,http://creativecommons.org/licenses/by-nc/
True,"['0.shs', '1.shs.anthro-se', '0.shs', '1.shs.art']","['Récit photo-ethnographique des lieux mémoriels de l’esclavage à Ouidah (Bénin)', 'Photo-ethnographic narrative of the memorial sites of slavery in Ouidah (Benin). Photography in the investigation of humanities and social sciences', 'Relato fotoetnográfico de los sitios de memoria de la esclavitud en Ouidah (Benín). La fotografía en la investigación en ciencias humanas y sociales']",Esclavages & Post~esclavages / Slaveries & Post~Slaveries,CIRESC,,['Rossila Goussanou'],hal-03238996,notice,ART,True,10.4000/slaveries.4305,2021-05-27 12:34:21,2021-05-10,2021,,
True,"['0.sde', '1.sde.ie', '0.scco', '0.scco', '1.scco.neur']",['Cognitive differences among first-year and senior engineering students when generating design solutions with and without additional dimensions of sustainability'],Design Science,Cambridge University Press,2053-4701,"['Mo Hu', 'Tripp Shealy', 'Julie Milovanovic']",hal-03296909,notice,ART,True,10.1017/dsj.2021.3,2021-07-22 22:42:49,2021,2021,2053-4701,
True,"['0.shs', '1.shs.archi', '0.scco', '1.scco.neur']",['Temporal dynamics of brain activation during three concept generation techniques'],Proceedings of the Design Society: International Conference on Engineering Design,Cambridge University Press,2220-4342,"['Julie Milovanovic', 'Mo Hu', 'Tripp Shealy', 'John Gero']",hal-03319718,notice,ART,True,10.1017/pds.2021.557,2021-08-12 20:24:25,2021-08,2021,,
True,"['0.phys', '1.phys.meca', '2.phys.meca.geme']",['Decomposition and recomposition strategies of professional engineering design teams'],Proceedings of the Design Society: International Conference on Engineering Design,Cambridge University Press,2220-4342,"['Julie Milovanovic', 'John Gero', 'Kurt Becker']",hal-03319720,notice,ART,True,10.1017/pds.2021.87,2021-08-12 20:28:57,2021-08,2021,,
False,"['0.shs', '1.shs.geo', '0.info']",['Multi-Criteria Geographic Analysis for Automated Cartographic Generalization'],Cartographic Journal,Maney Publishing,,['Guillaume Touya'],hal-03321351,file,ART,True,10.1080/00087041.2020.1858608,2021-08-17 14:55:53,2021,2021,0008-7041,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo', '0.shs']",['Introduction'],Conflict and Society,,,"['Sunčana Laketa', 'Sara Fregonese', 'Damien Masson']",hal-03329534,file,ART,True,10.3167/arcs.2021.070101,2021-08-31 09:39:44,2021-06-01,2021,2164-4543,
False,['0.info'],['Geographically masking addresses to study COVID-19 clusters'],Cartography and Geographic Information Science,Taylor & Francis,1545-0465,"['Guillaume Touya', 'Walid Houfaf-Khoufaf', 'Arnaud Le Guilcher']",hal-03374868,file,ART,True,10.1080/15230406.2021.1977709,2021-10-12 13:25:40,2021-10-08,2021,1523-0406,
False,['0.shs'],['La trace : notion partagée pour une recherche interdisciplinaire sur la mobilité des enfants'],EspacesTemps.net,Association Espaces Temps.net,,"['Sonia Chardonnel', 'Sandrine Depeau', 'Thomas Devogele', 'Boris Mericskay', 'Jean-Paul Thibaud']",halshs-03098741,notice,ART,True,10.26151/esapcestemps.net-1c2y-xb79,2021-01-05 20:00:23,2021-01-12,2021,1777-5477,
False,"['0.shs', '1.shs.socio', '0.shs', '1.shs.scipo', '0.shs', '1.shs.archi']",['Le « chef d’orchestre » au risque de « l’homme-orchestre » : les chefs de projet dans l’individualisation paradoxale du travail collectif'],Sociologies pratiques,Presses de Sciences Po (P.F.N.S.P.),2104-3787,['Nicolas Bataille'],halshs-03231390,notice,ART,True,10.3917/sopr.042.0021,2021-05-20 16:53:28,2021,2021,1295-9278,
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio', '0.shs', '1.shs.scipo', '0.shs', '1.shs.anthro-se']","[""L'équation managementale""]",Terrain : revue d'ethnologie de l'Europe,"Ministère de la culture, Sous-direction ARCHETIS-DAPA",1777-5450,"['Nicolas Bataille', 'Joséphine Herbelin']",halshs-03274064,notice,ART,True,,2021-06-29 17:02:13,2021-06,2021,0760-5668,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio', '0.shs', '1.shs.scipo']",['L’ingénierie privée en aménagement et urbanisme\u202f: une prothèse de l’ingénierie publique\u202f?'],Métropolitiques.eu,Métropolitiques,2114-5350,['Nicolas Bataille'],halshs-03274055,file,ART,True,,2021-06-29 16:55:12,2021-06-21,2021,2114-5350,
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.art']",['La visite à Grenoble. Quand l’usine Aaton fabrique des images et des sons'],Cahier Louis-Lumière,Noisy-le-Grand : ENS Louis-Lumière,,"['Vincent Sorrel', 'Nicolas Tixier']",hal-03340366,file,ART,False,,2021-10-19 09:16:34,2021,2021,1763-4261,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']","['Uma Brecha Crítica na “Cidade Garantida” ? Espaços Intermediáros e Arquiteturas de Uso', 'The Guaranteed City: The Ruin of Urban Criticism?']",Antropolítica Revista Contemporânea de Antropologia,"Universidade Federal Fluminense, Brésil, Nitéroi",,"['Marc Breviglieri', 'Yolanda Gaffrée Ribeiro']",hal-03384949,notice,ART,False,,2021-10-19 11:32:57,2021-08-04,2021,2179-7331,http://creativecommons.org/licenses/by/
False,['0.info'],['ReBankment: Displacing Embankment Lines From Roads and Rivers With a Least Squares Adjustment'],International Journal of Cartography,Taylor & Francis,2372-9341,"['Guillaume Touya', 'Imran Lokhat']",hal-03411778,file,ART,True,10.1080/23729333.2021.1972787,2021-11-02 15:15:46,2021-11-02,2021,2372-9333,
False,"['0.sdv', '1.sdv.spee']","['Recherche sur une initiative de métrologie citoyenne de la qualité de l’air : le projet CapCi à Rennes', '[A research project on an air quality citizen sensing initiative: CapCi project in Rennes]']","Environnement, Risques and Santé",John Libbey Eurotext,,"['Guilhem Dardier', 'Françoise Jabot', ""Gwendoline l'Her"", 'Myriam Servières']",hal-03094976,notice,ART,False,10.1684/ers.2020.1483,2021-01-04 14:55:37,2020-12,2020,1635-0421,
True,"['0.shs', '1.shs.archi']",['A brief archaeology of the notion of ambiance'],Unlikely. Journal for Creative Arts,University of Melbourne La Trobe University et Victorian College of the Arts,,['Jean-Paul Thibaud'],hal-02568186,file,ART,False,,2021-06-01 11:31:13,2020,2020,2205-0027,
True,"['0.shs', '1.shs.museo', '0.shs', '1.shs.art']","['Filmer les collections, déjouer les régimes de visibilité']",Trouble dans les collections,Musée Théodore Monod de l'IFAN (Dakar),,['Emmanuelle Chérel'],hal-03142025,file,ART,False,,2021-02-15 16:49:51,2020-11,2020,2778-2913,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","['Entre science, création et société']",Culture et recherche,Paris : Ministère de la Culture et de la Communication,1950-629,['Daniel Siret'],hal-02490339,notice,ART,True,,2020-02-25 10:27:06,2020-02-24,2020,0765-5991,
True,"['0.shs', '1.shs.archi']","['Jean-François Augoyard, an explorer of the sensory world']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,"['Jean-Paul Thibaud', 'Sophie Provost']",hal-02568176,file,ART,False,10.4000/ambiances.3126,2021-06-01 11:29:26,2020,2020,,
True,"['0.shs', '1.shs.archi']","['Les enjeux de la narration dans l’immersion 3D archéologique', 'Narration issues in archaeological 3D immersion']",In Situ : Revue des patrimoines,"Ministère de la Culture et de la Communication, Direction de l'architecture et du patrimoine, [Sous-direction des études, de la documentation et de l'Inventaire]",1630-7305,"['Laurent Lescop', 'Jean-Michel Geneste', 'Martin Marquet', 'Victor Yvin', 'Pacôme Gérard', 'Pascal Magontier']",hal-02874766,notice,ART,True,10.4000/insitu.27623,2020-06-19 10:33:07,2020-06-12,2020,1630-7305,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.anthro-se', '0.shs', '1.shs.socio']","['Fertilités. Sur les chemins de collecte des femmes oasiennes (univers végétal, résonateurs cosmiques, soins collectifs)', 'Fertilities. On the Collecting Paths of Oasis Women (Plant World, Cosmic Resonators, Collective Care', 'Fertilidades. Por los senderos de recolecta de las mujeres de los oasis (universo vegetal, resonadores cósmicos, asistencia colectiva)']",Anthropologie et sociétés,"Québec : Département d'anthropologie, Faculté des sciences sociales, Université Laval",0702-8997,['Marc Breviglieri'],hal-03156481,file,ART,True,,2021-06-22 11:27:09,2020,2020,1703-7921,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.anthro-se', '0.shs', '1.shs.socio']","['Le portrait gênant. Amina Sboui sous le poids des regards', 'The embarrassing portrait. Amina Sboui under the weight of scrutiny', 'El retrato vergonzoso. Amina Sboui bajo el peso de las miradas']",SociologieS,Toulouse : Association internationale des sociologues de langue française,,['Marc Breviglieri'],hal-03156500,file,ART,True,10.4000/sociologies.13079,2021-06-22 13:43:03,2020,2020,1992-2655,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi', '0.sde', '1.sde.es']",['The automatic classification of urban open space by a pattern-matching method of the viewshed at intersections'],Environment and Planning B: Urban Analytics and City Science,SAGE Publications,2399-8091,"['Thomas Leduc', 'Kevin Hartwell']",hal-01945663,notice,ART,True,10.1177/2399808318816994,2018-12-05 14:08:42,2020-07-01,2020,2399-8083,
True,"['0.shs', '1.shs.archi']",['Révéler ce qui fait patrimoine pour penser le renouvellement urbain des cités d’habitations à bon marché de Grenoble'],"Les Cahiers de la recherche architecturale, urbaine et paysagère",Ministère de la Culture,2606-7498,['Ryma Hadbi'],hal-03273481,notice,ART,True,10.4000/craup.4606,2021-06-29 11:33:10,2020-11-05,2020,2606-7498,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio']",['La ville en mode « démonstrateur urbain » : learning from Nantes City Lab'],Revue Internationale d’Urbanisme,APERAU,,"['Kévin Chesnel', 'Laurent Devisme']",hal-03178858,file,ART,True,,2021-03-24 09:34:21,2020,2020,,
True,"['0.info', '1.info.info-hc', '0.shs', '1.shs.archi', '0.info', '1.info.info-gr']",['Exploring Multiple and Coordinated Views for Multilayered Geospatial Data in Virtual Reality'],Information,MDPI,,"['Maxim Spur', 'Vincent Tourre', 'Erwan David', 'Guillaume Moreau', 'Patrick Le Callet']",hal-02931923,file,ART,True,10.3390/info11090425,2020-09-07 13:15:06,2020-09,2020,2078-2489,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '1.info.info-hc', '0.shs', '1.shs.archi', '0.info', '1.info.info-gr']",['Visualizing multilayered geospatial data in virtual reality to access public lighting'],"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",Copernicus GmbH (Copernicus Publications),2194-9034,"['Maxim Spur', 'Vincent Tourre', 'Nicolas Houel']",hal-02932206,file,ART,True,10.5194/isprs-archives-XLIII-B4-2020-623-2020,2020-09-07 15:47:10,2020,2020,1682-1750,http://creativecommons.org/licenses/by/
True,"['0.shs', '1.shs.archi']",['Sonic Affordances of a Sacred Spring. The Urban Courtyard as a Figure of Rehabilitation of the Medina'],Journal of Sonic Studies,Leiden University Press (LUP),,['Noha Gamal Said'],hal-02998784,file,ART,False,,2021-02-23 11:41:44,2020-11-10,2020,2212-6252,http://creativecommons.org/licenses/by-sa/
False,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi', '0.sde', '1.sde.es']",['Minimum-area ellipse bounding an isovist: towards a 2D GIS-based efficient implementation'],International Journal of Geographical Information Science,Taylor & Francis,1365-8824,"['Thomas Leduc', 'Michel Leduc']",hal-02916059,notice,ART,True,10.1080/13658816.2020.1800017,2020-08-17 11:40:40,2020-08-03,2020,1365-8816,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '1.info.info-gr', '0.scco', '1.scco.psyc']","[""Effects of physical, non-immersive virtual, and immersive virtual store environments on consumers' perceptions and purchase behavior""]",Computers in Human Behavior,Elsevier,0747-5632,"['Cindy Lombart', 'Elena Millan', 'Jean-Marie Normand', 'Adrien Verhulst', 'Blandine Labbé-Pinlon', 'Guillaume Moreau']",hal-02551772,file,ART,True,10.1016/j.chb.2020.106374,2020-04-23 10:15:30,2020-09,2020,0747-5632,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Modeling design studio pedagogy: A mentored reflective practice'],Proceedings of the Design Society: DESIGN Conference,,,"['Julie Milovanovic', 'John Gero']",hal-02872397,notice,ART,True,10.1017/dsd.2020.118,2020-06-17 18:03:13,2020-05,2020,,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.archi']",['De la déconstruction philosophique au déconstructivisme architectural et vice-versa'],Archives de Philosophie,Centre Sèvres,1769-681X,['Céline Bonicco-Donato'],hal-02551762,file,ART,True,,2020-04-23 10:10:32,2020-04,2020,0003-9632,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.scco', '1.scco.neur']",['Concept generation techniques change patterns of brain activation during engineering design'],Design Science,Cambridge University Press,2053-4701,"['Tripp Shealy', 'John Gero', 'Mo Hu', 'Julie Milovanovic']",hal-03039827,notice,ART,True,10.1017/dsj.2020.30,2020-12-04 09:21:38,2020,2020,2053-4701,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio', '0.shs', '1.shs.geo']",['Vulnérabilité et résistance des bostan (jardins potagers) millénaires d’Istanbul'],revue Urbanités,Urbanités,,['Ümmühan Öztürk'],hal-02555741,file,ART,True,,2020-05-04 15:17:50,2020,2020,2268-9613,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.archi']","[""Les mises en ambiance de la ville apaisée. Paradoxes et risques d'une aseptisation programmée""]",Géo-Regards,Editions Alphil Presses universitaires suisses,,['Rachel Thomas'],hal-03174902,file,ART,True,,2021-07-19 17:56:07,2020,2020,,
True,"['0.shs', '1.shs.archi']",['Enseignement de l’architecture : pratiques à inventer'],Bulletin de la Société Française des Architectes,SFA – Société Française des Architectes,,['Laurent Lescop'],hal-02648646,file,ART,True,,2020-05-29 10:03:50,2020-05-29,2020,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.art']",['Vers une grammaire narrative à 360° : Ou comment la construction d’un décor réel vient dynamiser les questionnements théoriques'],Entrelacs,Laboratoire de Recherche en Audiovisuel - l'Université Jean Jaurès de Toulouse 2,2261-5482,['Laurent Lescop'],hal-02886073,file,ART,True,,2020-07-01 11:20:40,2020-07-01,2020,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '1.info.info-gr']","[""Influence of virtual objects' shadows and lighting coherence on distance perception in optical see‐through augmented reality""]",Journal of the Society for Information Display,Society for Information Display(AIP),,"['Yuan Gao', 'Etienne Peillard', 'Jean-Marie Normand', 'Guillaume Moreau', 'Yue Liu', 'Yongtian Wang']",hal-02200576,file,ART,True,10.1002/jsid.832,2019-12-16 15:48:35,2020-02-01,2020,1071-0922,
True,"['0.shs', '1.shs.archi']",['La condition grisante de la Cifre'],"Les Cahiers de la recherche architecturale, urbaine et paysagère",Ministère de la Culture,2606-7498,"['Laurent Devisme', 'Estelle Gourvennec', 'Mathilde Padilla']",halshs-03234360,file,ART,False,10.4000/craup.3057,2021-05-25 12:12:49,2020-01-20,2020,2606-7498,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi', '0.sde', '1.sde.es']",['Assessing the effects of urban street trees on building cooling energy needs: the role of foliage density and planting pattern'],Sustainable Cities and Society,Elsevier,,"['Stella Tsoka', 'Thomas Leduc', 'Auline Rodler']",hal-03046054,notice,ART,True,10.1016/j.scs.2020.102633,2020-12-08 11:47:35,2020-12-02,2020,2210-6707,
False,"['0.shs', '0.shs', '1.shs.anthro-se']","['Visites touristiques et détournements du passé sur la Route de l’esclave à Ouidah', 'Tourist visits and misappropriations of the past on the Slave Route in Ouidah']",Ethnologie française,Presses Universitaires de France,2101-0064,['Rossila Goussanou'],hal-02986884,notice,ART,False,10.3917/ethn.201.0065,2020-11-03 12:36:56,2020,2020,0046-2616,
True,"['0.shs', '1.shs.archi']","['La plage urbaine spontanée, une nouvelle forme d’appropriation oisive de l’espace public', 'The urban spontaneous beach, a new kind of appropriation of the public space for idleness']","Les Cahiers de la recherche architecturale, urbaine et paysagère",Ministère de la Culture,2606-7498,"['Maroua En-Nejjari', 'Ignacio Requena-Ruiz', 'Daniel Siret']",halshs-02900430,notice,ART,True,10.4000/craup.3647,2020-07-16 10:12:55,2020-02-11,2020,2606-7498,
False,"['0.shs', '1.shs.archi']",['Le prototype pour faire-recherche en agence d’architecture'],Le Philotope,Réseau Philau,,"['Charlotte Laffont', 'Mathilda Padilla', 'Rémi Junquera', 'Olivier Balaÿ']",hal-03283207,notice,ART,False,,2021-07-09 17:39:08,2020,2020,,
False,"['0.shs', '1.shs.archi']",['Réhabiliter les façades légères dans l’habitat du XXe siècle\u202f: l’exemple d’une façade de Jean Prouvé à Lyon'],"MONUMENTAL, revue scientifique et technique des monuments historiques",Éditions du patrimoine,,['Olivier Balaÿ'],hal-03283225,notice,ART,False,,2021-07-09 17:48:15,2020,2020,1168-4534,
True,"['0.info', '1.info.info-gr']",['Camera Pose Estimation Using Collaborative Databases and Single Building Image'],Journal of Geographic Information System,Scientific Research Publishing,2151-1969,"['Bernard Semaan', 'Myriam Servières', 'Guillaume Moreau', 'Bilal Chebaro']",hal-03060116,file,ART,True,10.4236/jgis.2020.126036,2020-12-13 17:49:04,2020,2020,2151-1950,http://creativecommons.org/licenses/by-nc/
